Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date,Custom field (Patch Info)
Bug,IGNITE-12169,13256828,Dockerfile: Thin Client and REST API ports are not exposed,ptupitsyn,ptupitsyn,Major,Resolved,Fixed,16/Sep/19 09:36,16/Sep/19 09:42,,
Bug,KAFKA-8910,13256818,Incorrect javadoc at KafkaProducer.InterceptorCallback#onCompletion,dongjin,sushakov,Major,Resolved,Fixed,16/Sep/19 08:38,20/Feb/20 18:57,,
Bug,HBASE-23029,13256813,Handle hbase-operator-tools releasenotes in release making script,psomogyi,psomogyi,Minor,Resolved,Fixed,16/Sep/19 07:50,16/Sep/19 13:51,,
Bug,HIVE-22208,13256795,Column name with reserved keyword is unescaped when query including join on table with mask column is re-written,zmatyus,rtrivedi12,Critical,Resolved,Fixed,16/Sep/19 06:48,01/Oct/19 13:39,,
Bug,GROOVY-9252,13256783,"-1: Access to java.lang.Object#myField is forbidden @ line -1, column -1.",paulk,rivanov,Critical,Closed,Fixed,16/Sep/19 05:53,27/Nov/19 01:06,,
Bug,HIVE-22207,13256777,"Tez: SplitGenerator throws NumberFormatException when ""dfs.block.size"" on cluster is ""128m""",nareshpr,praneetsharma,Major,Resolved,Fixed,16/Sep/19 04:38,03/Oct/19 04:25,,
Bug,HBASE-23026,13256754,docker run command should not quote JAVA_VOL,psomogyi,psomogyi,Major,Resolved,Fixed,15/Sep/19 20:44,16/Sep/19 13:51,,
Bug,HBASE-23025,13256740,Do not quote GPG command,psomogyi,psomogyi,Major,Resolved,Fixed,15/Sep/19 17:05,15/Sep/19 19:18,,
Bug,HDFS-14849,13256713,Erasure Coding: the internal block is replicated many times when datanode is decommissioning,marvelrock,marvelrock,Major,Resolved,Fixed,15/Sep/19 03:29,26/May/21 10:24,,
Bug,FLINK-14076,13256702,'ClassNotFoundException: KafkaException' on Flink v1.9 w/ checkpointing,jdm2212,jdm2212,Major,Resolved,Fixed,14/Sep/19 21:26,25/Oct/19 05:03,,
Bug,ZEPPELIN-4329,13256695,Fix problems with Scio interpreter when using non-default Scala profile,alexott,alexott,Major,Closed,Fixed,14/Sep/19 16:03,24/Dec/20 03:15,,
Bug,HBASE-23022,13256655,download page should use HTTPS for links to archive.a.o,ndimiduk,busbey,Minor,Resolved,Fixed,14/Sep/19 02:40,14/Sep/19 09:30,,
Bug,SPARK-29082,13256645,Spark driver cannot start with only delegation tokens,vanzin,vanzin,Major,Resolved,Fixed,13/Sep/19 23:38,27/Sep/19 15:09,,
Bug,IGNITE-12168,13256588,[ML] Flaky ML example tests,zaleslaw,zaleslaw,Critical,Resolved,Fixed,13/Sep/19 17:49,04/Dec/19 16:12,,
Bug,CAMEL-13976,13256512,Allow AS2 Component to reply disposition type failed in the MDN,acosentino,EMBEE,Minor,Resolved,Fixed,13/Sep/19 11:56,23/Sep/19 09:46,,
Bug,HIVE-22201,13256491,ConvertJoinMapJoin#checkShuffleSizeForLargeTable throws ArrayIndexOutOfBoundsException if no big table is selected,himanshum,himanshum,Major,Resolved,Fixed,13/Sep/19 09:40,03/Jun/20 13:02,,
Bug,HDFS-14847,13256480,Erasure Coding: Blocks are over-replicated while EC decommissioning,ferhui,ferhui,Critical,Resolved,Fixed,13/Sep/19 08:55,20/Oct/19 01:20,,
Bug,MESOS-9966,13256479,Agent crashes when trying to destroy orphaned nested container if root container is orphaned as well,qianzhang,nfnt,Critical,Resolved,Fixed,13/Sep/19 08:53,03/Oct/19 09:09,,
Bug,FLINK-14074,13256478,MesosResourceManager can't create new taskmanagers in Session Cluster Mode.,trohrmann,Atlaster,Blocker,Resolved,Fixed,13/Sep/19 08:46,31/Oct/19 13:01,,
Bug,HBASE-23019,13256464,Handle --skip-errorprone on branch-1,psomogyi,psomogyi,Major,Resolved,Fixed,13/Sep/19 07:41,14/Sep/19 02:27,,
Bug,HIVE-22200,13256460,Hash collision may cause column resolution to fail,jcamachorodriguez,jcamachorodriguez,Critical,Resolved,Fixed,13/Sep/19 06:41,15/Sep/19 17:35,,
Bug,SPARK-29072,13256444,Properly track shuffle write time with refactor,mcheah,mcheah,Major,Resolved,Fixed,13/Sep/19 01:02,17/May/20 18:30,,
Bug,HDFS-14846,13256430,libhdfs tests are failing on trunk due to jni usage bugs,stakiar,stakiar,Major,Resolved,Fixed,12/Sep/19 22:18,02/Oct/19 17:14,,
Bug,MESOS-9965,13256428,agent should not send `TASK_GONE_BY_OPERATOR` if the framework is not partition aware.,greggomann,gilbert,Major,Resolved,Fixed,12/Sep/19 22:02,25/Sep/19 20:29,,
Bug,IGNITE-12166,13256317,.NET: ExecutableTest fails with PathTooLong error,ptupitsyn,ptupitsyn,Major,Resolved,Fixed,12/Sep/19 10:35,10/Oct/19 13:11,,
Bug,IGNITE-12165,13256311,Negative time in Transaction time dump,Denis Chudov,Denis Chudov,Major,Resolved,Fixed,12/Sep/19 09:33,19/Sep/19 08:33,,
Bug,FLINK-14066,13256289,Pyflink building failure in master and 1.9.0 version,dian.fu,coldmoon7777777,Blocker,Closed,Fixed,12/Sep/19 08:13,20/Nov/19 03:11,,
Bug,HIVE-22197,13256256,Common Merge join throwing class cast exception ,maheshk114,maheshk114,Major,Resolved,Fixed,12/Sep/19 03:59,27/Sep/19 06:09,,
Bug,MAPREDUCE-7240,13256251,Exception ' Invalid event: TA_TOO_MANY_FETCH_FAILURE at SUCCESS_FINISHING_CONTAINER' cause job error,Huachao,Huachao,Critical,Resolved,Fixed,12/Sep/19 03:16,11/Jun/21 06:52,,
Bug,CASSANDRA-15326,13256243,Unable to compute ceiling for max when histogram overflowed,,mlhsu,Normal,Resolved,Fixed,12/Sep/19 02:39,10/Sep/20 22:56,,
Bug,CASSANDRA-15325,13256242,Unable to compute ceiling for max when histogram overflowed,,mlhsu,Normal,Resolved,Fixed,12/Sep/19 02:38,02/Sep/20 16:14,,
Bug,SPARK-29062,13256233,Add V1_BATCH_WRITE to the TableCapabilityChecks in the Analyzer,brkyvz,brkyvz,Major,Resolved,Fixed,12/Sep/19 00:45,20/Sep/19 14:05,,
Bug,HIVE-22196,13256158,Socket timeouts happen when other drivers set DriverManager.loginTimeout,,Indigestion,Major,Resolved,Fixed,11/Sep/19 17:30,16/Feb/21 19:27,,
Bug,SPARK-29056,13256142,ThriftServerSessionPage displays 1970/01/01 for queries that are not finished and not closed,juliuszsompolski,juliuszsompolski,Major,Resolved,Fixed,11/Sep/19 15:21,13/Sep/19 16:44,,
Bug,CAMEL-13969,13256131,Invalid SpringBootAutoConfiguration for a component when you have a configuration with long class name,omarsmak,omarsmak,Minor,Resolved,Fixed,11/Sep/19 14:45,17/Sep/19 10:11,,
Bug,IGNITE-12163,13256118,.NET: CacheEntryEventType.Removed is not being risen,ashapkin,ashapkin,Critical,Resolved,Fixed,11/Sep/19 13:45,11/Sep/19 17:48,,
Bug,CAMEL-13968,13256115,AS2 component treats http headers case sensitive. According to RFC this should be case insensitive,acosentino,sbraus,Major,Resolved,Fixed,11/Sep/19 13:26,19/Sep/19 07:22,,
Bug,SPARK-29055,13256113,Spark UI storage memory increasing overtime,kabhwan,Geopap,Major,Resolved,Fixed,11/Sep/19 13:13,16/Mar/20 07:24,,
Bug,FLINK-14053,13256100,blink planner dense_rank corner case bug,jackylau,jackylau,Major,Closed,Fixed,11/Sep/19 12:10,24/Oct/19 12:24,,
Bug,SPARK-29053,13256091,Sort does not work on some columns,aman_omer,jobitmathew,Minor,Resolved,Fixed,11/Sep/19 10:20,23/Sep/19 15:09,,
Bug,FLINK-14049,13256044,Update error message for failed partition updates to include task name,sewen,sewen,Critical,Resolved,Fixed,11/Sep/19 07:45,29/Sep/19 02:39,,
Bug,CAMEL-13966,13256043,Unable to change body of the message in Netty-HTTP when proxying,zregvart,zregvart,Major,Resolved,Fixed,11/Sep/19 07:34,11/Sep/19 08:22,,
Bug,HDFS-14845,13256036,Ignore AuthenticationFilterInitializer for HttpFSServerWebServer and honor hadoop.http.authentication configs,prabhujoseph,aajisaka,Critical,Resolved,Fixed,11/Sep/19 07:05,23/Oct/19 16:15,,
Bug,SPARK-29046,13256031,Possible NPE on SQLConf.get when SparkContext is stopping in another thread,kabhwan,kabhwan,Minor,Resolved,Fixed,11/Sep/19 06:29,13/May/20 08:34,,
Bug,HBASE-23015,13256025,Replace Jackson with relocated gson everywhere but hbase-rest,vjasani,busbey,Blocker,Resolved,Fixed,11/Sep/19 04:19,03/Jul/20 10:55,,
Bug,SPARK-29045,13256014,Test failed due to table already exists in SQLMetricsSuite,cltlfcjin,cltlfcjin,Minor,Resolved,Fixed,11/Sep/19 02:15,14/Sep/19 21:55,,
Bug,SPARK-29043,13256012,[History Server]Only one replay thread of FsHistoryProvider work because of straggler,hzfeiwang,hzfeiwang,Major,Resolved,Fixed,11/Sep/19 01:56,16/Dec/19 22:46,,
Bug,SPARK-29042,13256010,Sampling-based RDD with unordered input should be INDETERMINATE,viirya,viirya,Major,Resolved,Fixed,11/Sep/19 01:15,02/Mar/20 21:47,,
Bug,KAFKA-8896,13255996,NoSuchElementException after coordinator move,bchen225242,hachikuji,Major,Resolved,Fixed,10/Sep/19 23:21,03/Mar/20 15:33,,
Bug,SPARK-29041,13255994,Allow createDataFrame to accept bytes as binary type,hyukjin.kwon,hyukjin.kwon,Major,Resolved,Fixed,10/Sep/19 23:09,08/Nov/19 02:53,,
Bug,CAMEL-13962,13255903,OgnlHelper.splitOgnl not able to handle Regex properly,acosentino,paetzold.michael@gmail.com,Minor,Resolved,Fixed,10/Sep/19 14:18,18/Sep/19 15:50,,
Bug,FLINK-14043,13255889,SavepointMigrationTestBase is super slow,trohrmann,trohrmann,Major,Closed,Fixed,10/Sep/19 13:22,11/Sep/19 12:27,,
Bug,HBASE-23009,13255888,TestSnapshotScannerHDFSAclController is broken on branch-2,meiyi,psomogyi,Major,Resolved,Fixed,10/Sep/19 13:20,11/Sep/19 20:22,,
Bug,CAMEL-13961,13255887,Reconsider default for xslt:allowStAX,davsclaus,tdiesler,Major,Resolved,Fixed,10/Sep/19 13:20,20/Sep/19 06:40,,
Bug,AMQ-7303,13255885,Unnecessary stack trace in case of invalid credentials,jbonofre,lionel.cons,Major,Resolved,Fixed,10/Sep/19 13:11,04/Mar/20 20:46,,
Bug,KAFKA-8892,13255876,Display the sorted configs in Kafka Configs Help Command.,ckamal,ckamal,Minor,Resolved,Fixed,10/Sep/19 12:38,20/Sep/19 18:21,,
Bug,CAMEL-13960,13255863,Non-retained buffer when using Netty-HTTP as proxy,zregvart,zregvart,Major,Resolved,Fixed,10/Sep/19 11:53,10/Sep/19 11:56,,
Bug,HBASE-23007,13255857,UnsatisfiedLinkError when using hbase-shaded packages under linux,meszibalu,meszibalu,Critical,Resolved,Fixed,10/Sep/19 11:35,29/Nov/19 14:02,,
Bug,HDFS-14838,13255850,RBF: Display RPC (instead of HTTP) Port Number in RBF web UI,risyomei,risyomei,Minor,Resolved,Fixed,10/Sep/19 10:48,11/Sep/19 08:17,,
Bug,HBASE-23006,13255847,RSGroupBasedLoadBalancer should also try to place replicas for the same region to different region servers,zhangduo,zhangduo,Major,Resolved,Fixed,10/Sep/19 10:31,12/Sep/19 04:41,,
Bug,AMQ-7302,13255845,JMX operation removeMessage(messageID) is not completing and leading to high CPU usage,gtully,gtully,Major,Resolved,Fixed,10/Sep/19 10:19,22/Nov/19 16:19,,
Bug,AMQ-7301,13255827,Expired certificates trigger a full stack trace,jbonofre,lionel.cons,Major,Resolved,Fixed,10/Sep/19 09:02,18/Mar/20 08:47,,
Bug,KAFKA-8891,13255826,invalid assignment protocol java.lang.IllegalStateException: Coordinator selected invalid assignment protocol: null,,sairamlrg,Major,Resolved,Fixed,10/Sep/19 09:00,17/Oct/19 05:55,,
Bug,IGNITE-12154,13255814,Test testCheckpointFailBeforeMarkEntityWrite fail in compression suit,akalashnikov,akalashnikov,Major,Resolved,Fixed,10/Sep/19 08:08,13/Sep/19 15:37,,
Bug,HBASE-23005,13255803,Table UI showed exception message when table is disabled,zghao,zghao,Minor,Resolved,Fixed,10/Sep/19 07:25,19/Sep/19 07:50,,
Bug,CASSANDRA-15323,13255788,MessagingServiceTest failed with method listenRequiredSecureConnectionWithBroadcastAddr    ON MAC OS  ,maxwellguo,maxwellguo,Normal,Resolved,Fixed,10/Sep/19 03:38,15/May/20 08:36,,
Bug,FLINK-14038,13255784,ExecutionGraph deploy failed due to akka timeout,liupengcheng,liupengcheng,Major,Resolved,Fixed,10/Sep/19 02:53,21/Feb/20 16:38,,
Bug,SPARK-29029,13255768,PhysicalOperation.collectProjectsAndFilters should use AttributeMap while substituting aliases,nikitakonda,nikitakonda,Major,Resolved,Fixed,10/Sep/19 00:47,20/Nov/19 04:07,,
Bug,SPARK-29027,13255753,KafkaDelegationTokenSuite fails,gsomogyi,koert,Minor,Resolved,Fixed,09/Sep/19 22:40,23/Oct/19 23:24,,
Bug,CASSANDRA-15321,13255745,Cassandra 4.0-alpha1 released with SNAPSHOT dependencies,velobr,velobr,Normal,Resolved,Fixed,09/Sep/19 22:28,21/Dec/20 08:07,,
Bug,KAFKA-8889,13255734,Root cause is lost for FetchSessionHandler.handleError,,q.xu,Minor,Resolved,Fixed,09/Sep/19 21:43,10/Sep/19 05:27,,
Bug,ZOOKEEPER-3540,13255694,Client port unavailable after binding the same client port during reconfig,lvfangmin,lvfangmin,Major,Resolved,Fixed,09/Sep/19 16:41,11/Sep/19 00:58,,
Bug,FLINK-14033,13255692,Distributed caches are not registered in Yarn Per Job Cluster Mode,ZhenqiuHuang,ZhenqiuHuang,Minor,Closed,Fixed,09/Sep/19 16:39,09/Apr/20 16:20,,
Bug,IGNITE-12153,13255668,Control.sh add test for checking that help and cache help output are not broken.,antonovsergey93,antonovsergey93,Major,Resolved,Fixed,09/Sep/19 14:59,15/Jul/20 10:34,,
Bug,FLINK-14029,13255662,Update Flink's Mesos scheduling behavior to reject all expired offers,pnarang,pnarang,Minor,Resolved,Fixed,09/Sep/19 14:39,16/Sep/19 11:58,,
Bug,CAMEL-13958,13255657,XPathBuilder threadSafe mode should also be enabled when the NodeList contains only 1 item,ramu11,jpraet,Major,Resolved,Fixed,09/Sep/19 14:29,30/Sep/19 08:43,,
Bug,HDFS-14836,13255622,FileIoProvider should not increase FileIoErrors metric in datanode volume metric,Aiphag0,Aiphag0,Minor,Resolved,Fixed,09/Sep/19 12:24,02/Oct/19 17:15,,
Bug,SPARK-29022,13255612,SparkSQLCLI can not use 'ADD JAR' 's jar as Serde class,angerszhuuu,angerszhuuu,Major,Resolved,Fixed,09/Sep/19 11:43,01/Oct/19 15:10,,
Bug,FLINK-14012,13255599,Failed to start job for consuming Secure Kafka after the job cancel,,Daebeom,Minor,Closed,Fixed,09/Sep/19 10:41,22/Sep/20 07:20,,
Bug,IGNITE-12150,13255585,"Ignite javadoc contains bogus links, copyright is outdated",agoncharuk,agoncharuk,Major,Resolved,Fixed,09/Sep/19 09:47,09/Sep/19 15:42,,
Bug,HDFS-14835,13255571,RBF: Secured Router should not run when it can't initialize DelegationTokenSecretManager,tasanuma,tasanuma,Major,Resolved,Fixed,09/Sep/19 08:31,11/Sep/19 01:33,,
Bug,FLINK-14010,13255566,Dispatcher & JobManagers don't give up leadership when AM is shut down,tison,tison,Critical,Resolved,Fixed,09/Sep/19 08:14,10/Oct/19 16:06,,
Bug,FLINK-14009,13255562,Cron jobs broken due to verifying incorrect NOTICE-binary file,trohrmann,trohrmann,Blocker,Closed,Fixed,09/Sep/19 07:46,09/Sep/19 16:11,,
Bug,CAMEL-13957,13255561,Dead link from Writing components documentation page,,apupier,Major,Resolved,Fixed,09/Sep/19 07:41,01/Oct/19 08:09,,
Bug,CAMEL-13956,13255524,FileDataSet does not support a single file larger than 1024 bytes,,bradhgbst,Minor,Resolved,Fixed,08/Sep/19 23:10,17/Sep/19 04:57,,
Bug,HBASE-22989,13255451,Missing null check for item2RegionMap during bulkload phase,vjasani,vjasani,Major,Resolved,Fixed,07/Sep/19 18:48,09/Sep/19 04:43,,
Bug,HDFS-14831,13255422,Downgrade Failed from 3.2.0 to 2.7 because of incompatible stringtable ,ferhui,ferhui,Major,Resolved,Fixed,07/Sep/19 10:18,09/Dec/20 12:21,,
Bug,FLINK-13999,13255406,Correct the documentation of MATCH_RECOGNIZE,dian.fu,dian.fu,Major,Closed,Fixed,07/Sep/19 05:40,14/Oct/19 14:39,,
Bug,HIVE-22178,13255404,Parquet FilterPredicate throws CastException after SchemaEvolution.,nareshpr,nareshpr,Major,Resolved,Fixed,07/Sep/19 04:22,09/Sep/19 10:10,,
Bug,CASSANDRA-15315,13255381,Fix failing test - test_rolling_upgrade_with_internode_ssl - upgrade_tests.upgrade_through_versions_test.TestProtoV4Upgrade_AllVersions_RandomPartitioner_EndsAt_Trunk_HEAD,brandon.williams,vinaykumarcse,Normal,Resolved,Fixed,06/Sep/19 22:43,21/Dec/20 08:07,,
Bug,CASSANDRA-15314,13255380,Fix failing test - test_rolling_upgrade_with_internode_ssl - upgrade_tests.upgrade_through_versions_test.TestProtoV4Upgrade_AllVersions_EndsAt_Trunk_HEAD,brandon.williams,vinaykumarcse,Normal,Resolved,Fixed,06/Sep/19 22:41,21/Dec/20 08:07,,
Bug,CASSANDRA-15313,13255377,Fix flaky - ChecksummingTransformerTest - org.apache.cassandra.transport.frame.checksum.ChecksummingTransformerTest,brandon.williams,vinaykumarcse,Normal,Resolved,Fixed,06/Sep/19 22:06,21/Dec/20 08:56,,
Bug,SPARK-29014,13255376,"DataSourceV2: Clean up current, default, and session catalog uses",imback82,rdblue,Blocker,Resolved,Fixed,06/Sep/19 21:46,18/Oct/19 14:48,,
Bug,CAMEL-13954,13255351,Generated property configurator is using wrong method on endpoint (camel-file-watch component),,tiaede00,Major,Resolved,Fixed,06/Sep/19 19:32,12/Sep/19 06:04,,
Bug,HBASE-22984,13255311,[HBCK2] HBCKMetaTableAccessor.deleteFromMetaTable throwing java.lang.UnsupportedOperationException at runtime,wchevreuil,wchevreuil,Major,Resolved,Fixed,06/Sep/19 16:03,13/Sep/19 21:04,,
Bug,CASSANDRA-15310,13255304,Fix flakey - testIdleDisconnect - org.apache.cassandra.transport.IdleDisconnectTest,aprudhomme,jolynch,Normal,Resolved,Fixed,06/Sep/19 15:44,15/May/20 08:55,,
Bug,CASSANDRA-15309,13255303,Make the upgrade tests run on trunk,vinaykumarcse,jolynch,Normal,Resolved,Fixed,06/Sep/19 15:42,15/May/20 08:53,,
Bug,CASSANDRA-15308,13255300,Fix flakey testAcquireReleaseOutbound - org.apache.cassandra.net.ConnectionTest,yifanc,jolynch,Normal,Resolved,Fixed,06/Sep/19 15:35,21/Dec/20 08:07,,
Bug,CASSANDRA-15307,13255298,Fix flakey  test_remote_query - cql_test.TestCQLSlowQuery test,e.dimitrova,jolynch,Normal,Resolved,Fixed,06/Sep/19 15:32,15/May/20 08:38,,
Bug,CASSANDRA-15305,13255289,Fix multi DC nodetool status output,clohfink,cnlwsu,Normal,Resolved,Fixed,06/Sep/19 14:40,21/Dec/20 08:07,,
Bug,FLINK-13995,13255258,Fix shading of the licence information of netty,chesnay,arvid.heise@gmail.com,Major,Closed,Fixed,06/Sep/19 13:01,26/Nov/19 10:49,,
Bug,HIVE-22175,13255244,TestBudyAllocator#testMTT test is flaky,jfs,szita,Major,Resolved,Fixed,06/Sep/19 12:13,30/Oct/19 17:38,,
Bug,IGNITE-12147,13255243,Thin client: Partitions response doesn't contain caches for which affinity awareness is not applicable,alex_pl,alex_pl,Major,Resolved,Fixed,06/Sep/19 12:12,17/Sep/19 17:49,,
Bug,HBASE-22981,13255235,Remove unused flags for Yetus,psomogyi,psomogyi,Critical,Resolved,Fixed,06/Sep/19 11:24,07/Sep/19 02:29,,
Bug,SPARK-29007,13255217,Possible leak of SparkContext in tests / test suites initializing StreamingContext,kabhwan,kabhwan,Minor,Resolved,Fixed,06/Sep/19 09:49,13/Sep/19 20:32,,
Bug,HBASE-22980,13255214,HRegionPartioner getPartition() method incorrectly partitions the regions of the table.,shardulsingh,shardulsingh,Major,Resolved,Fixed,06/Sep/19 09:35,08/Nov/19 03:36,,
Bug,HBASE-22979,13255205,Call ChunkCreator.initialize in TestHRegionWithInMemoryFlush,psomogyi,psomogyi,Critical,Resolved,Fixed,06/Sep/19 09:09,09/Sep/19 19:01,,
Bug,HDFS-14826,13255178,dfs.ha.zkfc.port property duplicated in hdfs-default.xml,prasad-acit,prasad-acit,Major,Resolved,Fixed,06/Sep/19 07:40,06/Sep/19 12:28,,
Bug,CASSANDRA-15303,13255141,drop column statement should not initialize timestamp because of statement cache,jasonstack,jasonstack,Normal,Resolved,Fixed,06/Sep/19 03:23,15/May/20 08:41,,
Bug,SPARK-29003,13255117,Spark history server startup hang due to deadlock,shanyu,shanyu,Major,Resolved,Fixed,06/Sep/19 00:28,14/Sep/19 04:09,,
Bug,SPARK-29000,13255048,[SQL] Decimal precision overflow when don't allow precision loss,hzfeiwang,hzfeiwang,Major,Resolved,Fixed,05/Sep/19 16:54,09/Sep/19 08:44,,
Bug,KAFKA-8878,13255046,Flaky Test AssignedStreamsTasksTest#shouldCloseCleanlyWithSuspendedTaskAndEOS,cpettitt-confluent,mjsax,Major,Resolved,Fixed,05/Sep/19 16:45,10/Sep/19 20:39,,
Bug,FLINK-13969,13254936,"Resuming Externalized Checkpoint (rocks, incremental, scale down) end-to-end test fails on Travis",klion26,trohrmann,Critical,Closed,Fixed,05/Sep/19 07:53,07/Nov/19 22:38,,
Bug,FLINK-13966,13254928,Jar sorting in collect_license_files.sh is locale dependent,chesnay,chesnay,Major,Closed,Fixed,05/Sep/19 07:13,05/Sep/19 14:49,,
Bug,KAFKA-8875,13254894,CreateTopic API should check topic existence before replication factor,huxi_2b,hachikuji,Major,Resolved,Fixed,05/Sep/19 02:25,14/Nov/19 00:37,,
Bug,HIVE-22170,13254887,from_unixtime and unix_timestamp should use user session time zone,jcamachorodriguez,rtrivedi12,Major,Resolved,Fixed,05/Sep/19 01:32,15/Jun/21 07:14,,
Bug,HIVE-22169,13254876,Tez: SplitGenerator tries to look for plan files which won't exist for Tez,gopalv,gopalv,Major,Resolved,Fixed,04/Sep/19 23:12,16/Sep/19 19:24,,
Bug,SPARK-28978,13254858,PySpark: Can't pass more than 256 arguments to a UDF,bago.amirbekian,j1m,Major,Resolved,Fixed,04/Sep/19 20:17,09/Nov/19 03:21,,
Bug,CAMEL-13942,13254855,camel-undertow - UnitOfWork should be done after send back response,ffang,ffang,Major,Resolved,Fixed,04/Sep/19 19:54,05/Sep/19 13:58,,
Bug,HDFS-14821,13254835,Make HDFS-14617 (fsimage sub-sections) off by default,sodonnell,sodonnell,Blocker,Resolved,Fixed,04/Sep/19 17:28,13/Sep/19 17:38,,
Bug,KAFKA-8869,13254744,Map taskConfigs in KafkaConfigBackingStore grows monotonically despite of task removals,ChrisEgerton,kkonstantine,Major,Resolved,Fixed,04/Sep/19 16:27,21/May/20 04:15,,
Bug,CAMEL-13941,13254711,NullPointerException when Conduit is null,davsclaus,jgreffe,Minor,Resolved,Fixed,04/Sep/19 13:24,04/Sep/19 17:35,,
Bug,HDFS-14820,13254697, The default 8KB buffer of BlockReaderRemote#newBlockReader#BufferedOutputStream is too big,leosun08,leosun08,Major,Resolved,Fixed,04/Sep/19 11:58,14/Mar/20 02:27,,
Bug,AMQ-7298,13254685,failover duplicate detection in error with batched local transactions,gtully,gtully,Major,Resolved,Fixed,04/Sep/19 11:14,21/Apr/21 05:29,,
Bug,GROOVY-9246,13254667,Version 3.0.0-beta-3 does not conform to OSGi version standard.,paulk,tombensve,Major,Closed,Fixed,04/Sep/19 09:44,24/Nov/19 02:44,,
Bug,ZEPPELIN-4320,13254659,Enabled Helium packages are not getting bundled on zeppelin start,santosh_k,santosh_k,Major,Closed,Fixed,04/Sep/19 08:55,24/Dec/20 03:14,,
Bug,ZEPPELIN-4319,13254658,Spell Interpreter returns incorrect results when magic is present in paragraph text,santosh_k,santosh_k,Major,Closed,Fixed,04/Sep/19 08:51,24/Dec/20 03:19,,
Bug,CAMEL-13937,13254642,Wrongly formated date in the news section,zregvart,zregvart,Major,Resolved,Fixed,04/Sep/19 08:10,04/Sep/19 08:45,,
Bug,FLINK-13952,13254572,PartitionableTableSink can not work with OverwritableTableSink,lirui,lzljs3620320,Major,Closed,Fixed,04/Sep/19 06:13,06/Sep/19 02:58,,
Bug,SPARK-28967,13254538,ConcurrentModificationException is thrown from EventLoggingListener,kabhwan,kabhwan,Minor,Resolved,Fixed,04/Sep/19 02:35,06/Sep/19 19:57,,
Bug,HBASE-22970,13254485,split parents show as overlaps in the HBCK Report,stack,stack,Major,Resolved,Fixed,03/Sep/19 21:46,04/Sep/19 20:44,,
Bug,SPARK-28964,13254475,saveAsTable doesn't pass in the data source information for V2 nodes,brkyvz,brkyvz,Major,Resolved,Fixed,03/Sep/19 20:37,05/Sep/19 07:29,,
Bug,SPARK-28963,13254450,Fall back to archive.apache.org to download Maven if mirrors don't have requested version,srowen,srowen,Minor,Resolved,Fixed,03/Sep/19 18:54,14/May/20 21:53,,
Bug,IGNITE-12140,13254447,.NET: TestBaselineTopology pollutes environment variables,ptupitsyn,ptupitsyn,Major,Resolved,Fixed,03/Sep/19 18:39,04/Dec/19 16:14,,
Bug,CAMEL-13935,13254417,camel-properties: Properties with types different from string are not taken into account,davsclaus,lb,Minor,Resolved,Fixed,03/Sep/19 15:32,06/Sep/19 16:40,,
Bug,FLINK-13945,13254416,Instructions for building flink-shaded against vendor repository don't work,chesnay,Elise Ramé,Major,Closed,Fixed,03/Sep/19 14:56,06/Dec/19 15:17,,
Bug,KAFKA-8861,13254364,Fix flaky RegexSourceIntegrationTest.testMultipleConsumersCanReadFromPartitionedTopic,chia7712,chia7712,Minor,Resolved,Fixed,03/Sep/19 10:22,12/Sep/19 16:59,,
Bug,CASSANDRA-15300,13254333,4.0 rpmbuild spec file is missing auditlogviewer and fqltool,ysakanaka,ysakanaka,Normal,Resolved,Fixed,03/Sep/19 06:51,15/May/20 08:41,,
Bug,IGNITE-12136,13254314,Test ClusterReadOnlyModeTest is flaky.,antonovsergey93,antonovsergey93,Major,Resolved,Fixed,03/Sep/19 02:11,22/Jun/20 12:51,,
Bug,GROOVY-9245,13254302,synthetic constructors should be ignored,emilles,vampire,Major,Closed,Fixed,02/Sep/19 22:16,09/Dec/19 21:36,,
Bug,ZOOKEEPER-3531,13254299,Synchronization on ACLCache cause cluster to hang when network/disk issues happen during datatree serialization,chlou,chlou,Critical,Resolved,Fixed,02/Sep/19 21:02,09/Oct/19 19:28,,
Bug,CAMEL-13931,13254296,camel-file - tempFileName directory is not auto-created if it is relative before the endpoint path,davsclaus,derdimi,Minor,Resolved,Fixed,02/Sep/19 20:12,06/Sep/19 19:07,,
Bug,MESOS-9958,13254293,New CLI is not included in distribution tarball,bbannier,bbannier,Major,Resolved,Fixed,02/Sep/19 19:24,25/Sep/19 20:30,,
Bug,KAFKA-8860,13254285,SslPrincipalMapper should handle distinguished names with spaces,,omkreddy,Major,Resolved,Fixed,02/Sep/19 17:27,02/Sep/19 18:03,,
Bug,KAFKA-8857,13254236,Config describe should not return isReadOnly=false based on synonyms,rsivaram,rsivaram,Major,Resolved,Fixed,02/Sep/19 12:39,05/Sep/19 08:24,,
Bug,FLINK-13940,13254215,S3RecoverableWriter causes job to get stuck in recovery,kkl0u,jweibel22,Major,Closed,Fixed,02/Sep/19 10:51,31/Jan/20 10:53,,
Bug,HBASE-22965,13254202,RS Crash due to DBE reference to an reused ByteBuff,javaman_chen,javaman_chen,Major,Resolved,Fixed,02/Sep/19 09:42,01/Oct/19 01:10,,
